Date,Name,Year,Letterboxd URI,Rating,Rewatch,Tags,Watched Date
2021-08-27,Kill Bill: Vol. 1,2003,https://boxd.it/2627Pf,4,Yes,outdoors,2021-08-26
2021-08-27,Kill Bill: Vol. 2,2004,https://boxd.it/262RMB,3.5,,,2021-08-27
2021-08-29,The Hateful Eight,2015,https://boxd.it/26g7KR,4,,,2021-08-28
2021-08-29,Django Unchained,2012,https://boxd.it/26jCw3,4.5,Yes,,2021-08-28
2021-09-01,L.A. Confidential,1997,https://boxd.it/26LC1l,3.5,,,2021-08-31
2021-09-02,The Tenant,1976,https://boxd.it/26UBNL,4,,"roman polanski, ???",2021-09-02
2021-09-03,Cul-de-sac,1966,https://boxd.it/272xXt,3,,roman polanski,2021-09-03
2021-09-04,Point Blank,1967,https://boxd.it/27axwX,4,,,2021-09-04
2021-09-09,Princess Yang Kwei Fei,1955,https://boxd.it/27TMUv,3.5,,"japan, kenji mizoguchi, japanese golden age",2021-09-08
2021-09-11,The Card Counter,2021,https://boxd.it/288ybh,4,,theatre,2021-09-10
2021-09-13,Woman of Rumor,1954,https://boxd.it/28uOvV,3.5,,"kenji mizoguchi, japanese golden age, japan",2021-09-13
2021-09-14,Macbeth,1971,https://boxd.it/28BSu7,4,,roman polanski,2021-09-13
2021-09-16,Red Beard,1965,https://boxd.it/28OCJ7,5,Yes,"akira kurosawa, japanese golden age, japan, masterpiece",2021-09-15
2021-09-17,Close-Up,1990,https://boxd.it/28YaNv,3.5,,"abbas kiarostami, iran",2021-09-16
2021-09-17,Corpse Bride,2005,https://boxd.it/28ZndR,3.5,Yes,,2021-09-17
2021-09-18,Scandal,1950,https://boxd.it/295WAD,3,,"akira kurosawa, japan, japanese golden age",2021-09-18
2021-09-19,The Hourglass Sanatorium,1973,https://boxd.it/29cnJJ,2,,poland,2021-09-18
2021-09-20,The Ballad of Narayama,1958,https://boxd.it/29ppGD,4,,"japan, japanese golden age, keisuke kinoshita, criterion channel",2021-09-20
2021-09-21,Knife in the Water,1962,https://boxd.it/29wsaT,3.5,,"poland, roman polanski, criterion channel",2021-09-21
2021-09-24,In the Heights,2021,https://boxd.it/29Rfgr,4,,"ut dallas, theatre",2021-09-23
2021-09-25,The Lower Depths,1957,https://boxd.it/2a0irb,3,,"japan, japanese golden age, akira kurosawa, criterion channel",2021-09-24
2021-09-26,The Idiot,1951,https://boxd.it/2aa4BV,2.5,,"akira kurosawa, japanese golden age, japan, criterion channel",2021-09-26
2021-09-28,Wedding Ring,1950,https://boxd.it/2aos3V,3,,"japan, keisuke kinoshita, japanese golden age, criterion channel",2021-09-27
2021-10-01,The Thing,1982,https://boxd.it/2aLib7,4.5,Yes,john carpenter,2021-09-30
2021-10-01,Millennium Actress,2001,https://boxd.it/2aP9oz,3.5,Yes,"satoshi kon, japan, anime",2021-10-01
2021-10-04,The Quiet Duel,1949,https://boxd.it/2bktZR,3,,"akira kurosawa, japanese golden age, japan",2021-10-04
2021-10-05,Madadayo,1993,https://boxd.it/2brVCZ,3.5,,"akira kurosawa, japan",2021-10-04
2021-10-07,Zola,2020,https://boxd.it/2bIamJ,4,,"ut dallas, theatre",2021-10-06
2021-10-09,The French Dispatch,2021,https://boxd.it/2bZmn9,4,,"theatre, diff, alamo drafthouse",2021-10-08
2021-10-11,C'mon C'mon,2021,https://boxd.it/2ckOOf,4,,"theatre, diff, alamo drafthouse",2021-10-10
2021-10-13,Dune,2021,https://boxd.it/2cG4Df,4,,theatre,2021-10-12
2021-10-14,The Karate Kid,1984,https://boxd.it/2cNCOF,3.5,,,2021-10-13
2021-10-18,Sanjuro,1962,https://boxd.it/2dpvpJ,4,Yes,"japan, japanese golden age, akira kurosawa",2021-10-17
2021-10-20,Children of Hiroshima,1952,https://boxd.it/2dIQBJ,3.5,,"japanese golden age, japan, kaneto shindo",2021-10-19
2021-10-22,Rhapsody in August,1991,https://boxd.it/2dVmi9,4,,"japan, akira kurosawa",2021-10-21
2021-10-22,Elephant,2003,https://boxd.it/2e0Cf1,,,gus van sant,2021-10-21
2021-10-24,Dodes'ka-den,1970,https://boxd.it/2emPMr,4,,"akira kurosawa, japan",2021-10-24
2021-10-25,The Silence of the Lambs,1991,https://boxd.it/2eyM8R,4,,jonathan demme,2021-10-25
2021-10-26,In This Corner (and Other Corners) of the World,2019,https://boxd.it/2eJ9et,4.5,,"japan, anime",2021-10-26
2021-10-31,A Boy Named Charlie Brown,1969,https://boxd.it/2fn0FF,3.5,,,2021-10-30
2021-10-31,Last Night in Soho,2021,https://boxd.it/2fuF1P,3,,"edgar wright, frustrating, theatre",2021-10-31
2021-11-01,The Sparks Brothers,2021,https://boxd.it/2fC2JJ,3.5,,edgar wright,2021-10-31
2021-11-02,Interstellar,2014,https://boxd.it/2fSpyB,4.5,Yes,christopher nolan,2021-11-01
2021-11-03,Fires on the Plain,1959,https://boxd.it/2g34zv,4,,"japan, kon ichikawa, japanese golden age",2021-11-03
2021-11-10,Adventureland,2009,https://boxd.it/2gYAu7,3,,,2021-11-09
2021-11-15,Cowboy Bebop,1998,https://boxd.it/2hRhiB,4,,"japan, anime, tv",2021-11-14
2021-11-15,Cowboy Bebop: The Movie,2001,https://boxd.it/2hUYOB,4,,"japan, anime",2021-11-14
2021-11-17,"Bound for the Fields, the Mountains, and the Seacoast",1986,https://boxd.it/2ien9V,5,,"masterpiece, nobuhiko obayashi, japan",2021-11-17
2021-11-19,Wife of a Spy,2020,https://boxd.it/2ivHpj,3,,"kiyoshi kurosawa, japan, airplane",2021-11-18
2021-11-20,The Wind Rises,2013,https://boxd.it/2iE0Sb,5,Yes,"theatre, japan, anime, hayao miyazaki, masterpiece, watched in la, david geffen theatre",2021-11-19
2021-11-23,"tick, tick...BOOM!",2021,https://boxd.it/2j0Mav,3.5,,,2021-11-22
2021-11-24,No Time to Die,2021,https://boxd.it/2jgwbT,3.5,,theatre,2021-11-23
2021-11-28,The Innocents,1961,https://boxd.it/2jTYRh,3.5,,"jack clayton, britain",2021-11-28
2021-12-03,The Servant,1963,https://boxd.it/2kC9Ld,4.5,,"joseph lacey, britain",2021-12-03
2021-12-08,Léon: The Professional,1994,https://boxd.it/2lnBkX,4,,luc beeson,2021-12-08
2021-12-09,WALL·E,2008,https://boxd.it/2lvLJp,5,Yes,"masterpiece, pixar",2021-12-09
2021-12-11,The Matrix,1999,https://boxd.it/2lEanJ,4,Yes,wachowski,2021-12-10
2021-12-12,Licorice Pizza,2021,https://boxd.it/2lXix1,4.5,,"theatre, paul thomas anderson, 70mm",2021-12-11
2021-12-16,Fantastic Mr. Fox,2009,https://boxd.it/2mAn7v,4.5,Yes,wes anderson,2021-12-16
2021-12-17,The Green Knight,2021,https://boxd.it/2mIh3N,3,,david lowery,2021-12-16
2021-12-18,Spider-Man: No Way Home,2021,https://boxd.it/2mTyEX,3,,"theatre, jon watts, marvel",2021-12-17
2021-12-18,Spider-Man,2002,https://boxd.it/2mVGy3,4,Yes,sam raimi,2021-12-18
2021-12-19,Spider-Man 2,2004,https://boxd.it/2n77zJ,4.5,Yes,sam raimi,2021-12-19
2021-12-20,Cloud Atlas,2012,https://boxd.it/2n97lB,4.5,Yes,"wachowski, better than you think, tom tykwer",2021-12-19
2021-12-20,Run Lola Run,1998,https://boxd.it/2nkqCD,3.5,,"germany, tom tykwer",2021-12-20
2021-12-23,The Matrix Resurrections,2021,https://boxd.it/2nT6F3,4,,"alamo drafthouse, theatre, wachowski",2021-12-22
2021-12-26,Don't Look Up,2021,https://boxd.it/2onFZ3,3.5,,adam mckay,2021-12-25
2021-12-27,Asakusa Kid,2021,https://boxd.it/2oFz4B,3.5,,japan,2021-12-26
2022-01-05,Spirited Away,2001,https://boxd.it/2rooRP,5,Yes,"japan, anime, masterpiece, hayao miyazaki",2022-01-04
2022-01-07,The Power of the Dog,2021,https://boxd.it/2rJTqH,3.5,,"jane campion, australia",2022-01-06
2022-01-07,Drive My Car,2021,https://boxd.it/2rQAmv,4,,"japan, ryusuke hamaguchi",2022-01-06
2022-01-13,A Girl Walks Home Alone at Night,2014,https://boxd.it/2tqGHZ,3.5,,ana lily amirpour,2022-01-12
2022-01-15,The Tragedy of Macbeth,2021,https://boxd.it/2tT1fj,2.5,,coens,2022-01-14
2022-01-21,The Making of Silent Hill 2,2001,https://boxd.it/2vlgUh,5,,video game review,2022-01-21
2022-01-26,Snow White and the Seven Dwarfs,1937,https://boxd.it/2wpkTp,4,Yes,"disney, masterpiece",2022-01-26
2022-02-04,Gattaca,1997,https://boxd.it/2y5Ee5,4.5,,andrew niccol,2022-02-04
2022-02-05,Nightmare Alley,2021,https://boxd.it/2yhSm7,4.5,,guillermo del toro,2022-02-05
2022-02-07,The Devil's Backbone,2001,https://boxd.it/2yIDzp,4,,"spain, guillermo del toro",2022-02-07
2022-02-08,Boiling Point,2021,https://boxd.it/2ySYXn,4,,britain,2022-02-08
2022-02-11,The Last Guardian,2016,https://boxd.it/2zlXdL,5,Yes,video game review,2022-02-10
2022-02-11,The Incredibles,2004,https://boxd.it/2znuql,,Yes,"pixar, brad bird",2022-02-11
2022-02-12,The City of Lost Children,1995,https://boxd.it/2zxVjr,3.5,,"france, jean-pierre jeunet, ???",2022-02-11
2022-02-15,Eternal Sunshine of the Spotless Mind,2004,https://boxd.it/2Ab5fn,5,Yes,"masterpiece, michel gondry",2022-02-15
2022-02-24,8 Mile,2002,https://boxd.it/2BGjkd,4,Yes,curtis hanson,2022-02-23
2022-02-26,Before Sunrise,1995,https://boxd.it/2C8ki9,5,Yes,richard linklater,2022-02-26
2022-03-02,West Side Story,2021,https://boxd.it/2CIirZ,4,,steven spielberg,2022-03-01
2022-03-06,The Batman,2022,https://boxd.it/2Dyiy1,4,,"theatre, matt reeves, 2022",2022-03-05
2022-03-08,Joker,2019,https://boxd.it/2DQa2d,3.5,Yes,todd phillips,2022-03-07
2022-03-14,Turning Red,2022,https://boxd.it/2F8JXX,3.5,,"pixar, 2022",2022-03-14
2022-03-15,Minority Report,2002,https://boxd.it/2FkPtt,3.5,,steven spielberg,2022-03-15
2022-03-16,A Christmas Carol,2009,https://boxd.it/2Frov7,3,Yes,robert zemeckis,2022-03-15
2022-03-16,The Polar Express,2004,https://boxd.it/2Ft1jB,3.5,Yes,robert zemeckis,2022-03-15
2022-03-18,Saving Private Ryan,1998,https://boxd.it/2FOOhB,4,,steven spielberg,2022-03-17
2022-03-19,Toy Story 2,1999,https://boxd.it/2G0xL9,4.5,Yes,pixar,2022-03-19
2022-03-19,Toy Story,1995,https://boxd.it/2G12gr,4.5,Yes,pixar,2022-03-19
2022-03-21,The Lion King,1994,https://boxd.it/2GspDd,3,Yes,disney,2022-03-21
2022-03-22,Pleasantville,1998,https://boxd.it/2GBH15,4.5,Yes,gary ross,2022-03-21
2022-03-23,Incredibles 2,2018,https://boxd.it/2GOZhL,4,,"pixar, brad bird",2022-03-23
2022-03-28,Horrors of Malformed Men,1969,https://boxd.it/2HKwI5,3,,"japan, ???, teruo ishii",2022-03-28
2022-04-01,Bill & Ted's Excellent Adventure,1989,https://boxd.it/2IoCDZ,4,,stephen herek,2022-04-01
2022-04-03,Bill & Ted's Bogus Journey,1991,https://boxd.it/2IDmZF,3.5,,peter hewitt,2022-04-02
2022-04-03,Apollo 10½:  A Space Age Childhood,2022,https://boxd.it/2IKHWL,4,,"richard linklater, 2022",2022-04-02
2022-04-07,Everything Everywhere All at Once,2022,https://boxd.it/2JsjU5,4,,"theatre, daniels, 2022",2022-04-06
2022-04-12,Super Size Me,2004,https://boxd.it/2KnLeP,3,Yes,morgan spurlock,2022-04-12
2022-04-17,PlayTime,1967,https://boxd.it/2L64Sd,3.5,,"jacques tati, france",2022-04-16
2022-04-17,American Movie,1999,https://boxd.it/2LgYlf,4,,chris smith,2022-04-17
2022-04-18,Double Suicide,1969,https://boxd.it/2LvSeR,3,,"japan, masahiro shinoda",2022-04-18
2022-04-19,Monsieur Hulot's Holiday,1953,https://boxd.it/2LIfPb,3,,"jacques tati, france",2022-04-19
2022-04-23,Belle,2021,https://boxd.it/2McMJP,3.5,,"japan, anime, mamoru hosada",2022-04-22
2022-04-23,Manila in the Claws of Light,1975,https://boxd.it/2Mmih7,4.5,,"lino brocka, philippines",2022-04-23
2022-04-27,My Neighbor Totoro,1988,https://boxd.it/2N3qxD,4.5,Yes,"hayao miyazaki, anime, japan, theatre, ut dallas",2022-04-26
2022-04-28,Shang-Chi and the Legend of the Ten Rings,2021,https://boxd.it/2NfSpB,3.5,,"destin daniel cretton, marvel",2022-04-28
2022-04-30,Chungking Express,1994,https://boxd.it/2Nyc0x,5,Yes,"王家衛, masterpiece, mandarin, cantonese, hong kong",2022-04-30
2022-05-01,The World,2004,https://boxd.it/2NLHVP,3.5,,"jia zhangke, china, mandarin",2022-05-01
2022-05-04,Moon Knight,2022,https://boxd.it/2Oiplb,4,,"tv, marvel",2022-05-04
2022-05-07,Doctor Strange in the Multiverse of Madness,2022,https://boxd.it/2ONxSJ,3.5,,"sam raimi, marvel, theatre, 2022",2022-05-07
2022-05-12,Sleepy Hollow,1999,https://boxd.it/2PJ61T,3,,tim burton,2022-05-12
2022-05-13,Sweeney Todd: The Demon Barber of Fleet Street,2007,https://boxd.it/2PSAAd,4.5,,tim burton,2022-05-13
2022-05-14,Top Gun,1986,https://boxd.it/2Q3O6t,2.5,,tony scott,2022-05-14
2022-05-16,The Great Escape,1963,https://boxd.it/2QrIHr,4.5,,john sturges,2022-05-16
2022-05-17,Dead Man,1995,https://boxd.it/2QCyZR,3.5,,jim jarmusch,2022-05-17
2022-05-22,Ed Wood,1994,https://boxd.it/2RwqoF,4,,tim burton,2022-05-22
2022-05-23,Pee-wee's Big Adventure,1985,https://boxd.it/2RKrRr,3,Yes,tim burton,2022-05-23
2022-05-27,Spartacus,1960,https://boxd.it/2Smz5V,4,,stanley kubrick,2022-05-26
2022-05-29,The Matrix,1999,https://boxd.it/2SMhN3,4,Yes,wachowski,2022-05-29
2022-05-31,Top Gun: Maverick,2022,https://boxd.it/2T940j,3.5,,"joseph kosinski, theatre, 2022",2022-05-31
2022-06-05,Escape from New York,1981,https://boxd.it/2TYml7,3.5,,john carpenter,2022-06-05
2022-06-07,The Social Network,2010,https://boxd.it/2UnpID,5,Yes,"masterpiece, david fincher",2022-06-07
2022-06-10,Carlito's Way,1993,https://boxd.it/2UR4uP,3.5,,brian de palma,2022-06-09
2022-06-18,Thomas and the Magic Railroad,2000,https://boxd.it/2WdAPN,5,Yes,"britt allcroft, masterpiece",2022-06-17
2022-06-18,Everything Everywhere All at Once,2022,https://boxd.it/2Wh7k5,3.5,Yes,daniels,2022-06-17
2022-06-19,Popstar: Never Stop Never Stopping,2016,https://boxd.it/2WoIbD,4,,akiva schaffer,2022-06-18
2022-06-25,Palm Springs,2020,https://boxd.it/2XBr0t,3.5,,max barabkow,2022-06-24
2022-06-26,Chip 'n Dale: Rescue Rangers,2022,https://boxd.it/2XLjtn,2.5,,"akiva schaffer, 2022",2022-06-25
2022-06-26,Hot Rod,2007,https://boxd.it/2XQIeH,3.5,,akiva schaffer,2022-06-26
2022-06-27,The Northman,2022,https://boxd.it/2Y469x,4.5,,"robert eggers, 2022",2022-06-27
2022-07-02,The Lonely Island Presents: The Unauthorized Bash Brothers Experience,2019,https://boxd.it/2YSbMp,5,Yes,akiva schaffer,2022-07-01
2022-07-02,Elvis,2022,https://boxd.it/2YWjZp,3.5,,"baz luhrman, theatre, 2022",2022-07-02
2022-07-04,The Dark Knight Rises,2012,https://boxd.it/2ZgUIP,3.5,Yes,christopher nolan,2022-07-03
2022-07-05,Following,1998,https://boxd.it/2ZxCln,4,,christopher nolan,2022-07-05
2022-07-06,Raya and the Last Dragon,2021,https://boxd.it/2ZHtZX,3,,disney,2022-07-05
2022-07-07,The Great Dictator,1940,https://boxd.it/2ZT96R,5,Yes,"masterpiece, charlie chaplin",2022-07-06
2022-07-09,jeen-yuhs: A Kanye Trilogy,2022,https://boxd.it/309Sz7,4,,coodie,2022-07-08
2022-07-22,Nope,2022,https://boxd.it/32Srr9,4,,"jordan peele, 2022, theatre",2022-07-21
2022-07-25,Private Parts,1997,https://boxd.it/33yB0L,2.5,,betty thomas,2022-07-24
2022-07-28,Beastie Boys Story,2020,https://boxd.it/34tQ9x,4,,spike jonze,2022-07-27
2022-07-30,The Talented Mr. Ripley,1999,https://boxd.it/34QhyD,4,,anthony minghella,2022-07-29
2022-08-01,Awakenings,1990,https://boxd.it/35h1dj,3.5,,penny marshall,2022-07-31
2022-08-04,Se7en,1995,https://boxd.it/35WlJh,4,Yes,david fincher,2022-08-03
2022-08-11,The Dark Knight,2008,https://boxd.it/37st37,5,Yes,christopher nolan,2022-08-11
2022-08-14,"Lock, Stock and Two Smoking Barrels",1998,https://boxd.it/384GA5,4.5,,guy ritchie,2022-08-14
2022-08-16,The Fly,1986,https://boxd.it/38sgXv,4,Yes,david cronenberg,2022-08-15
2022-08-19,Empire of the Sun,1987,https://boxd.it/394roR,3.5,,steven spielberg,2022-08-18
2022-08-21,Unforgiven,1992,https://boxd.it/39uVYn,5,,"clint eastwood, masterpiece",2022-08-21
2022-08-22,Titanic,1997,https://boxd.it/39Iqzp,4.5,Yes,james cameron,2022-08-21
2022-08-24,Spider-Man 2,2004,https://boxd.it/3a4ucX,4.5,Yes,sam raimi,2022-08-23
2022-08-28,Heat,1995,https://boxd.it/3aNcj7,4.5,,michael mann,2022-08-27
2022-08-31,Collateral,2004,https://boxd.it/3boFeT,4,,michael mann,2022-08-30
2022-09-04,Jaws,1975,https://boxd.it/3c4PV3,5,Yes,"imax, theatre, steven spielberg, masterpiece",2022-09-03
2022-09-05,Gumby: The Movie,1995,https://boxd.it/3ckL55,2.5,Yes,,2022-09-05
2022-09-09,Barbarian,2022,https://boxd.it/3d1y87,3,,"zach creggar, theatre, 2022",2022-09-08
2022-09-11,Taxi Driver,1976,https://boxd.it/3drqFz,5,Yes,"martin scorsese, masterpiece",2022-09-11
2022-09-16,Marcel the Shell with Shoes On,2021,https://boxd.it/3ehJMj,3.5,,"dean fleischer-camp, 2022",2022-09-16
2022-09-17,Manhunter,1986,https://boxd.it/3esrm5,5,,"michael mann, masterpiece",2022-09-16
2022-09-21,Fire Island,2022,https://boxd.it/3fi8cJ,3.5,,"andrew ahn, 2022",2022-09-20
2022-09-24,The Funhouse,1981,https://boxd.it/3fOGhR,3,,tobe hooper,2022-09-23
2022-10-01,Blonde,2022,https://boxd.it/3heFOV,2.5,,"andrew dominik, 2022",2022-10-01
2022-10-08,It Follows,2014,https://boxd.it/3iJKyT,4,Yes,david robert mitchell,2022-10-08
2022-10-16,The Banshees of Inisherin,2022,https://boxd.it/3kuqfF,3.5,,"martin mcdonagh, 2022, theatre, diff",2022-10-15
2022-10-17,The Descent,2005,https://boxd.it/3kLLzv,3.5,,neil marshall,2022-10-17
2022-10-18,Creepshow,1982,https://boxd.it/3kWggz,3.5,,george romero,2022-10-17
2022-10-19,The Return of the Living Dead,1985,https://boxd.it/3l9VM3,4,,dan o bannon,2022-10-19
2022-10-20,The Hunger,1983,https://boxd.it/3liM6l,3,,tony scott,2022-10-19
2022-10-22,Scream,1996,https://boxd.it/3lFUEL,4,,wes craven,2022-10-21
2022-10-23,Sunshine,2007,https://boxd.it/3lTPxD,4,,danny boyle,2022-10-22
2022-10-25,Martin,1976,https://boxd.it/3moRLz,4,,"george romero, 1970s",2022-10-24
2022-10-30,Lot 36,2022,https://boxd.it/3nrmcN,,,"tv, guillermo navarro",2022-10-30
2022-10-31,Graveyard Rats,2022,https://boxd.it/3nyvQr,,,"tv, vicenzo natali",2022-10-30
2022-11-01,The Autopsy,2022,https://boxd.it/3nMrml,,,david prior,2022-10-31
2022-11-01,The Outside,2022,https://boxd.it/3nMry7,,,ana lily amirpour,2022-10-31
2022-11-01,Pickman's Model,2022,https://boxd.it/3nMrMt,,,keith thomas,2022-10-31
2022-11-03,Dreams in the Witch House,2022,https://boxd.it/3olvWR,,,catherine hardwicke,2022-11-02
2022-11-03,The Viewing,2022,https://boxd.it/3olw7P,,,panos cosmatos,2022-11-02
2022-11-03,The Murmuring,2022,https://boxd.it/3olwg3,,,jennifer kent,2022-11-02
2022-11-13,Wendell & Wild,2022,https://boxd.it/3qm0gF,3,,"henry selick, 2022",2022-11-12
2022-11-14,Black Panther,2018,https://boxd.it/3qA4zz,3.5,,ryan coogler,2022-11-13
2022-11-15,Spider-Man 3,2007,https://boxd.it/3qVmq3,3.5,Yes,sam raimi,2022-11-14
2022-11-20,Three Thousand Years of Longing,2022,https://boxd.it/3rW7ab,4.5,,"george miller, 2022",2022-11-20
2022-11-22,Audition,1999,https://boxd.it/3soYFx,3.5,,"takashi miike, japan",2022-11-22
2022-11-24,Glass Onion: A Knives Out Mystery,2022,https://boxd.it/3sJ2TX,3.5,,"rian johnson, 2022, theatre",2022-11-23
2022-12-12,Guillermo del Toro's Pinocchio,2022,https://boxd.it/3wlh73,4,,"guillermo del toro, mark gustafson, 2022",2022-12-11
2022-12-18,Avatar: The Way of Water,2022,https://boxd.it/3xVLcN,4,,"james cameron, 2022, theatre, high frame rate, reald3d",2022-12-17
2022-12-19,Bullet Train,2022,https://boxd.it/3ybNuh,3.5,,"2022, david leitch",2022-12-18
2022-12-20,Runaway,2010,https://boxd.it/3ynMIB,,,kanye west,2022-12-19
2022-12-20,The Fabelmans,2022,https://boxd.it/3ytsfr,4,,"steven spielberg, 2022",2022-12-20
2022-12-21,Avatar: The Way of Water,2022,https://boxd.it/3yKaM7,4,Yes,"james cameron, dolby 3d, theatre, 2022, high frame rate",2022-12-20
2022-12-22,Bones and All,2022,https://boxd.it/3yYpgj,3,,"luca guadagnino, 2022",2022-12-21
2022-12-23,Smile,2022,https://boxd.it/3z2CKT,2.5,,"parker finn, 2022",2022-12-22
2022-12-23,Decision to Leave,2022,https://boxd.it/3zcyZ1,4,,"2022, park chan-wook, south korea",2022-12-22
2022-12-23,TÁR,2022,https://boxd.it/3zgzzL,3,,"todd field, 2022",2022-12-23
2022-12-24,"BARDO, False Chronicle of a Handful of Truths",2022,https://boxd.it/3zzhxb,4,,"2022, alejandro inarritu",2022-12-23
2022-12-25,Saw,2004,https://boxd.it/3zF7bB,3.5,Yes,"james wan, nostalgia",2022-12-24
2022-12-26,Marebito,2004,https://boxd.it/3Alz77,3.5,,"takashi shimizu, japan, jhorror",2022-12-26
2022-12-28,Babylon,2022,https://boxd.it/3B3kSl,5,,"damien chazelle, 2022, theatre",2022-12-27
2022-12-31,White Noise,2022,https://boxd.it/3C9cZz,2.5,,"noah baumbach, 2022",2022-12-30
2023-01-03,Dead Silence,2007,https://boxd.it/3DxaBn,3,Yes,"james wan, nostalgia",2023-01-03
2023-01-04,Insidious: Chapter 2,2013,https://boxd.it/3DyWHZ,3,,james wan,2023-01-03
2023-01-05,Day of the Dead,1985,https://boxd.it/3DY1ib,4,,george romero,2023-01-04
2023-01-08,The Lord of the Rings: The Fellowship of the Ring,2001,https://boxd.it/3Fu4sV,4,Yes,"theatre, alamo drafthouse, peter jackson, extended edition",2023-01-07
2023-01-12,The Pale Blue Eye,2022,https://boxd.it/3GKSlV,3.5,,"scott cooper, 2022",2023-01-11
2023-01-15,The Lord of the Rings: The Two Towers,2002,https://boxd.it/3HW1Bf,4,,"theatre, alamo drafthouse, extended edition, peter jackson",2023-01-14
2023-01-22,Sr.,2022,https://boxd.it/3JVtX5,3.5,,"chris smith, 2022",2023-01-20
2023-01-22,The Lord of the Rings: The Return of the King,2003,https://boxd.it/3KbFKf,4.5,,"alamo drafthouse, peter jackson, theatre, extended edition",2023-01-21
